featuresID,propertyType,bathrooms,bedrooms,architectureType,cooling,coolingType,exteriorType,fireplace,fireplaceType,floorCount,foundationType,garage,garageType,garageSpaces,heating,heatingType,roofType,roomCount,unitCount,pool,poolType,viewType
345,Single Family,2.0,4.0,Split Level,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,Unknown,True,Attached,2.0,True,Heat Pump,Composition Shingle,7.0,0.0,Unknown,Unknown,Unknown
346,Single Family,2.0,3.0,Ranch / Rambler,Unknown,Unknown,Aluminum / Vinyl Siding,True,Unknown,1.0,Unknown,True,Underground / Basement,0.0,True,Hot Water,Asphalt,6.0,0.0,Unknown,Unknown,Unknown
347,Single Family,2.0,3.0,Unkown,True,Central,Concrete Block,Unknown,Unknown,1.0,Unknown,True,Carport,0.0,True,Central,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
348,Single Family,2.0,3.0,Unkown,True,Central,Unknown,True,Unknown,1.0,Unknown,True,Attached,2.0,True,Central,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
349,Single Family,1.0,2.0,Gambrel,Unknown,Unknown,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,Unknown,True,Attached,0.0,True,Hot Water,Asphalt,5.0,1.0,Unknown,Unknown,Unknown
350,Single Family,2.0,3.0,Bi-Level,Unknown,Unknown,Brick,Unknown,Unknown,1.0,Unknown,True,Attached,0.0,True,Central,Unknown,6.0,1.0,Unknown,Unknown,Unknown
351,Single Family,5.0,6.0,Unkown,True,Central,Brick,True,Masonry,2.0,Other,True,Garage,2.0,True,Central,Asphalt,0.0,1.0,True,Unknown,Unknown
352,Single Family,2.5,3.0,Unkown,True,Central,Frame / Vinyl Siding,True,Prefab,2.0,Unknown,True,Attached Garage,2.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
353,Single Family,2.0,2.0,Unkown,True,Central,Wood,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Central,Composition Shingle,6.0,0.0,Unknown,Unknown,Unknown
354,Single Family,2.0,4.0,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,True,Garage,1.0,True,Central,Unknown,9.0,1.0,Unknown,Unknown,Unknown
355,Single Family,2.0,3.0,Unkown,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Garage,0.0,True,Forced Air,Unknown,0.0,1.0,Unknown,Unknown,Unknown
356,Single Family,2.0,4.0,Ranch,True,Central,Brick Veneer,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Central,Composition Shingle,6.0,1.0,Unknown,Unknown,Unknown
357,Single Family,0.0,0.0,Unkown,True,Central,Brick,True,Single,2.0,Slab,True,Mixed,1.0,True,Gas,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
358,Single Family,2.0,3.0,Conventional,True,Central,Brick,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Garage,2.0,True,Central,Composition Shingle,0.0,0.0,Unknown,Unknown,Unknown
359,Single Family,2.0,3.0,Ranch,True,Central,Brick,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,2.0,True,Central,Roll Composition,7.0,1.0,Unknown,Unknown,Unknown
360,Single Family,2.0,3.0,Unkown,True,Central,Unknown,Unknown,Unknown,2.0,Unknown,True,Garage,3.0,True,Central,Unknown,0.0,0.0,Unknown,Unknown,Unknown
361,Single Family,2.0,3.0,Unkown,True,Central,Stucco,Unknown,Unknown,1.0,Unknown,True,Attached,0.0,True,Forced Air,Tile,6.0,0.0,Unknown,Unknown,Unknown
362,Manufactured,2.0,2.0,Mobile Home,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Central,Unknown,5.0,0.0,Unknown,Unknown,Unknown
363,Land,1.0,0.0,Unkown,Unknown,Unknown,Siding,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Unknown,0.0,1.0,Unknown,Unknown,Unknown
364,Single Family,2.0,4.0,Conventional,True,Commercial,Brick Veneer,True,Unknown,2.0,Pier / Post & Beam,True,Attached,2.0,True,Forced Air,Asphalt,0.0,1.0,Unknown,Unknown,Unknown
365,Single Family,2.0,2.0,Ranch,Unknown,Unknown,Wood,True,Unknown,1.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,5.0,1.0,Unknown,Unknown,Unknown
366,Single Family,2.5,3.0,Unkown,True,Central,Unknown,True,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,8.0,1.0,Unknown,Unknown,Unknown
367,Single Family,3.0,4.0,Bi-Level,Unknown,Unknown,Wood,True,Unknown,1.0,Unknown,True,Attached,0.0,True,Central,Unknown,8.0,1.0,Unknown,Unknown,Unknown
368,Single Family,2.0,3.0,Unkown,True,Package,Stucco,True,Prefab,1.0,Footing,True,Garage,2.0,True,Package,Composition Shingle,0.0,1.0,True,Unknown,Unknown
369,Single Family,4.5,0.0,Conventional,True,Commercial,Siding,True,Unknown,2.0,Unknown,True,Mixed,2.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
370,Single Family,1.5,3.0,Ranch,True,Central,Brick,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Attached,1.0,True,Central,Roll Composition,5.0,1.0,Unknown,Unknown,Unknown
371,Townhouse,2.5,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
372,Condo,1.0,1.0,Condo / Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,True,Floor / Wall,Unknown,0.0,1.0,Unknown,Unknown,Unknown
373,Single Family,0.0,0.0,Unkown,Unknown,Unknown,Wood,Unknown,Unknown,2.0,Unknown,True,Garage,2.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
374,Single Family,2.0,3.0,Unkown,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Garage,0.0,True,Heat Pump,Fiberglass,0.0,1.0,Unknown,Unknown,Unknown
375,Duplex-Triplex,2.0,4.0,Other,Unknown,Unknown,Aluminum / Vinyl Siding,True,Unknown,1.0,Unknown,True,Detached,2.0,True,Central,Unknown,6.0,2.0,Unknown,Unknown,Unknown
376,Single Family,1.5,4.0,Colonial,True,Central,Brick / Stone,True,Unknown,2.0,Unknown,True,Garage,1.0,True,Central,Shingle,8.0,1.0,Unknown,Unknown,Unknown
377,Single Family,1.0,0.0,Unkown,True,Commercial,Stucco,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Built-up (Layered Asphalt),0.0,1.0,Unknown,Unknown,Unknown
378,Single Family,2.0,3.0,Ranch,Unknown,Unknown,Vinyl,Unknown,Unknown,1.0,OTHER,True,Attached,0.0,Unknown,Unknown,Asphalt,6.0,0.0,Unknown,Unknown,Unknown
379,Duplex-Triplex,2.0,2.0,Duplex,Unknown,Unknown,Wood,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,6.0,0.0,Unknown,Unknown,Unknown
380,Single Family,1.5,2.0,Unkown,True,Commercial,Metal,True,Unknown,1.0,Block,True,Detached,0.0,True,Forced Air,Asphalt,0.0,0.0,Unknown,Unknown,Unknown
